"variable name","title","element type","version","definition","short description","datatype","maximum character quantity","input restriction","minimum value","maximum value","permissible values","permissible value descriptions","permissible value output codes","unit of measure","guidelines/instructions","notes","preferred question text","keywords","references","population.all","domain.general (for all diseases)","domain.traumatic brain injury","domain.Parkinson's disease","domain.Friedreich's ataxia","domain.stroke","domain.amyotrophic lateral sclerosis","domain.Huntington's disease","domain.multiple sclerosis","domain.neuromuscular diseases","domain.myasthenia gravis","domain.spinal muscular atrophy","domain.Duchenne muscular dystrophy/Becker muscular dystrophy","domain.congenital muscular dystrophy","domain.spinal cord injury","domain.headache","domain.epilepsy","classification.general (for all diseases)","classification.acute hospitalized","classification.concussion/mild TBI","classification.epidemiology","classification.moderate/severe TBI: rehabilitation","classification.Parkinson's disease","classification.Friedreich's ataxia","classification.stroke","classification.amyotrophic lateral sclerosis","classification.Huntington's disease","classification.multiple sclerosis","classification.neuromuscular diseases","classification.myasthenia gravis","classification.spinal muscular atrophy","classification.Duchenne muscular dystrophy/Becker muscular dystrophy","classification.congenital muscular dystrophy","classification.spinal cord injury","classification.headache","classification.epilepsy","historical notes","Label(s)","see also","submitting organization name","submitting contact name","submitting contact information","effective date","until date","steward organization name","steward contact name","steward contact information","creation date","last change date","administrative status"
"MDSUPDRSTtlHrOffNum","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - total hour off number","Common Data Element","1.0","Number of total hours that the participant/subject is Of, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Number of total hours that the participant/subject is OFF, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Free-Form Entry","","","","","","","PD:
Value should be recorded between 0-24 hours  Refer to instrument for additional instructions","MDS UPDRS Total hours OFF","Total Hours OFF","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Total hours OFF","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSPrcntOffVal","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - percent off value","Common Data Element","1.0","Value of the percent of time the participant/subject is OFF, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Value of the percent of time the participant/subject is OFF, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Free-Form Entry","","","","","","","PD:
Refer to instrument for additional instructions","MDS UPDRS Percent OFF","Percent OFF equals two over one times one hundred","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Percent OFF","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSTmSpntOffStateScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - time spent in off state score","Common Data Element","1.0","Score for the participant's/subject's level of complexity of motor fluctuations, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of complexity of motor fluctuations, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No OFF time;Slight: less than or equal to 25 percent of waking day;Mild: 26 - 50 percent of waking day;Moderate: 51 - 75 percent of waking day;Severe: greater than 75 percent of waking day","0;1;2;3;4","","PD:
If the patient has an OFF period in the office, you can point to this state as a reference. You may also use your knowledge of the patient to describe a typical OFF period. Additionally you may use your own acting skills to enact an OFF period you have seen in the patient before or show them OFF function typical of other patients.  Refer to instrument for additional instructions","MDS UPDRS Q4.3","TIME SPENT IN THE OFF STATE","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q4.3","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSFuncImpactFluctScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - impact fluctuation score","Common Data Element","1.0","Score for the participant's/subject's level of functional impact of fluctuations, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of functional impact of fluctuations, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No fluctuations or No impact by fluctuations on performance of activities or social interactions;Slight: Fluctuations impact on a few activities, but during OFF, the patient usually performs all activities and participates in all social interactions that typically occur during the ON state;Mild: Fluctuations impact many activities, but during OFF, the patient still usually performs all activities and participates in all social interactions that typically occur during the ON state;Moderate: Fluctuations impact on the performance of activities during OFF to the point that the patient usually does not perform some activities or participate in some social interactions that are performed during ON periods;Severe: Fluctuations impact on function to the point that, during OFF, the patient usually does not perform most activities or participate in most social interactions that are performed during ON periods","0;1;2;3;4","","PD:
Determine the degree to which motor fluctuations impact on the patient's daily function in terms of activities and social interactions. This question concentrates on the difference between the ON state and the OFF state. If the patient has no OFF time, the rating must be 0, but if patients have very mild fluctuations, it is still possible to be rated 0 on this item if no impact on activities occurs.  Refer to instrument for additional instructions.","MDS UPDRS 4.4","FUNCTIONAL IMPACT OF FLUCTUATIONS","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS 4.4","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSComplxtyMtrFluctScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - complexity motor fluctuation score","Common Data Element","1.0","Score for the participant's/subject's level of complex motor fluctuations, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of complex motor fluctuations, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No motor fluctuations;Slight: OFF times are predictable all or almost all of the time (greater than 75 percent);Mild: OFF times are predictable most of the time (51-75 percent);Moderate: OFF times are predictable some of the time (26-50 percent);Severe: OFF episodes are rarely predictable (less than 25 percent)","0;1;2;3;4","","PD:
Determine the usual predictability of OFF function whether due to dose, time of day, food intake or other factors. Use the information provided by the patients and caregiver and supplement with your own observations. You will ask if the patient can count on them always coming at a special time, mostly coming at a special time (in which case you will probe further to separate slight from mild), only sometimes coming at a special time or are they totally unpredictable? Narrowing down the percentage will allow you to find the correct answer","MDS UPDRS 4.5","COMPLEXITY OF MOTOR FLUCTUATIONS","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS 4.5","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSPainflOffStatDystnaScr","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - painful off state dystonia score","Common Data Element","1.0","Score for the participant's/subject's level of painful off-state dystonia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of painful off-state dystonia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No dystonia OR NO OFF TIME;Slight: < 25% of time in OFF state;Mild: 26-50% of time in OFF state;Moderate: 51-75% of time in OFF state;Severe: > 75% of time in OFF state.","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS 4.6","PAINFUL OFF STATE DYSTONIA","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS 4.6","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSTtlHrOffDemnDystniaNum","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - total hour off denominator dystonia number","Common Data Element","1.0","Number of total hours in the off-state that the examiner records to use as the denominator to calculate proportion of Off hours affected by dystonia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Number of total hours that the participant/subject is Off, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Free-Form Entry","","","","","","","PD:
Value should be recorded between 0-24 hours","MDS UPDRS Total Hours OFF dystonia","Total Hours Off","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Total Hours OFF dystonia","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSTtlHrOffWDystniaNum","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - total hour off with dystonia number","Common Data Element","1.0","Number of total hours that the participant/subject is Off with dystonia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Number of total hours that the participant/subject is Off with dystonia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Free-Form Entry","","","","","","","PD:
You have already determined the number of hours of ""OFF"" time (4.3). Of these hours, determine how many are associated with dystonia. If there is no OFF time, mark 0.  Value should be recorded between 0-24 hours","MDS UPDRS Total OFF hours with dystonia","Total Off Hours with Dystonia","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Total OFF hours with dystonia","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSPrcntOffDystniaVal","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - percent off dystonia value","Common Data Element","1.0","Value of the percent of time the participant/subject is off with dystonia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Value of the percent of time the participant/subject is off with dystonia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Free-Form Entry","","","","","","","PD:
Refer to instrument for additional instructions.  Value should be recorded between 0-100%","MDS UPDRS Percent OFF dystonia","Percent Off Dystonia equals two over one times one hundred","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Percent OFF dystonia","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRS_PartIVScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS-UPDRS) - Part IV score value","Unique Data Element","1.0","MDS-UPDRS part IV score value","MDS-UPDRS part IV score value","Numeric Values","","Free-Form Entry","0","24","","","","","","",,"","","Adult","","","Assessments and Examinations.Other Clinical Data","","","","","","","","","","","","","","","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRS_TotalScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS-UPDRS) - Total score value","Unique Data Element","1.0","MDS-UPDRS total score value","MDS-UPDRS total score value","Numeric Values","","Free-Form Entry","0","265","","","","","","",,"","","Adult","","","Assessments and Examinations.Other Clinical Data","","","","","","","","","","","","","","","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
